Date,Open,High,Low,Close,Volume
4/29/2018,10324.2,10902,10047.1,10655.9,28473618432
4/30/2018,10661.2,10813.6,9992.68,10168.5,26338187264
5/1/2018,10180.3,10333.5,9629.75,10239.4,22835617792
5/2/2018,10229.1,10594.5,10067.4,10497,21072148480
5/3/2018,10499.7,11183,10305.4,10930.1,27737810944
5/4/2018,10910.6,11138.1,10526.3,10833.4,22892040192
5/5/2018,10830.7,11299.3,10725.5,11055.7,21446105088
5/6/2018,11054,11304.2,10473.1,10820,21672667136
5/7/2018,10830.2,10897.6,10031.8,10448.4,22725365760
5/8/2018,10469.2,10747.5,10061.1,10299.7,19305709568
5/9/2018,10287.2,10438,9775.4,10235.3,18907496448
5/10/2018,10242.1,10430.3,9699.19,9714.26,18036037632
5/11/2018,9708.4,9820.62,8603.85,8825.62,25741899776
5/12/2018,8833.72,9255.13,8311.34,9013.46,21868474368
5/13/2018,9023.42,9567.28,8838.2,9438.41,16784785408
5/14/2018,9433.43,9676.9,8846.41,9377.18,20590934016
5/15/2018,9373.81,9648.54,8924.36,9052.59,17883025408
5/16/2018,9033.64,9119.49,8542.93,8896.03,17825214464
5/17/2018,8912.99,9126.07,8358.32,8436.46,16059310080
5/18/2018,8424.15,8791.22,8230.59,8708.72,15923181568
5/19/2018,8711.8,8883.25,8513.88,8648.92,12855943168
5/20/2018,8655.13,9095.63,8573.56,9006.98,14261293056
5/21/2018,9020.4,9109.95,8671.29,8781.79,13778970624
5/22/2018,8784.3,8828.47,8146.35,8187.94,13643156480
5/23/2018,8187.93,8265.54,7369.26,7523.66,18166253568
5/24/2018,7523.99,7935.51,7254.54,7802.81,17661689856
5/25/2018,7817.43,7902.61,7442.35,7578.61,13506796544
5/26/2018,7572.78,7769.38,7435.14,7505.92,10950607872
5/27/2018,7504.79,7541.63,7309.02,7421.62,10877462528
5/28/2018,7423.44,7498.47,6794.24,6834.79,14286780416
5/29/2018,6879.1,7559.56,6781.58,7425.51,16268416000
5/30/2018,7308.81,7520.28,7051.42,7227.59,13582675968
5/31/2018,7212.89,7562.95,7142.53,7400.54,13876785152
6/1/2018,7405.59,7567.71,7253.51,7469.1,13103228928
6/2/2018,7469.69,7875.57,7401.13,7758.54,15877763072
6/3/2018,7754.78,8096.34,7686.29,7938.91,14254416896
6/4/2018,7961.27,8071.75,7477.09,7596.15,14272814080
6/5/2018,7600.78,7834.53,7379.91,7776.3,13903121408
6/6/2018,7782.74,7884.89,7543.82,7743.94,12647915520
